"ID","Organism.Name","Strain","BioSample","BioProject","Assembly","GenBank.FTP"
1518,"Bacillus thuringiensis serovar vazensis","BGSC 4CE1","SAMN05934539 ","PRJNA349211","GCA_002146905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/146/905/GCA_002146905.1_ASM214690v1"
1519,"Bacillus thuringiensis serovar canadensis","BGSC 4H2","SAMN05934543 ","PRJNA349211","GCA_002146925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/146/925/GCA_002146925.1_ASM214692v1"
1520,"Bacillus thuringiensis serovar subtoxicus","BGSC 4I4","SAMN05934544 ","PRJNA349211","GCA_002146945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/146/945/GCA_002146945.1_ASM214694v1"
1521,"Bacillus thuringiensis serovar malayensis","BGSC 4AV1","SAMN05934507 ","PRJNA349211","GCA_002146975.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/146/975/GCA_002146975.1_ASM214697v1"
1522,"Bacillus thuringiensis serovar brasilensis","BGSC 4AY1","SAMN05934510 ","PRJNA349211","GCA_002146985.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/146/985/GCA_002146985.1_ASM214698v1"
1523,"Bacillus thuringiensis serovar pondicheriensis","BGSC 4BA1","SAMN05934513 ","PRJNA349211","GCA_002147005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/005/GCA_002147005.1_ASM214700v1"
1524,"Bacillus thuringiensis serovar sooncheon","BGSC 4BB1","SAMN05934514 ","PRJNA349211","GCA_002147025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/025/GCA_002147025.1_ASM214702v1"
1525,"Bacillus thuringiensis serovar londrina","BGSC 4BF1","SAMN05934516 ","PRJNA349211","GCA_002147055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/055/GCA_002147055.1_ASM214705v1"
1526,"Bacillus thuringiensis serovar balearica","BGSC 4BK1","SAMN05934520 ","PRJNA349211","GCA_002147065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/065/GCA_002147065.1_ASM214706v1"
1527,"Bacillus thuringiensis serovar azorensis","BGSC 4CB1","SAMN05934537 ","PRJNA349211","GCA_002147085.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/085/GCA_002147085.1_ASM214708v1"
1528,"Bacillus thuringiensis serovar galleriae","BGSC 4G1","SAMN05934541 ","PRJNA349211","GCA_002147105.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/105/GCA_002147105.1_ASM214710v1"
1529,"Bacillus thuringiensis serovar canadensis","BGSC 4H1","SAMN05934542 ","PRJNA349211","GCA_002147125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/125/GCA_002147125.1_ASM214712v1"
1530,"Bacillus thuringiensis serovar aizawai","BGSC 4J2","SAMN05934546 ","PRJNA349211","GCA_002147155.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/155/GCA_002147155.1_ASM214715v1"
1531,"Bacillus thuringiensis serovar aizawai","BGSC 4J1","SAMN05934545 ","PRJNA349211","GCA_002147165.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/165/GCA_002147165.1_ASM214716v1"
1532,"Bacillus thuringiensis serovar aizawai","BGSC 4J3","SAMN05934547 ","PRJNA349211","GCA_002147185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/185/GCA_002147185.1_ASM214718v1"
1533,"Bacillus thuringiensis serovar aizawai","BGSC 4J4","SAMN05934548 ","PRJNA349211","GCA_002147235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/235/GCA_002147235.1_ASM214723v1"
1534,"Bacillus thuringiensis serovar tolworthi","BGSC 4L3","SAMN05934550 ","PRJNA349211","GCA_002147245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/245/GCA_002147245.1_ASM214724v1"
1535,"Bacillus thuringiensis serovar aizawai","BGSC 4J5","SAMN05934549 ","PRJNA349211","GCA_002147255.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/255/GCA_002147255.1_ASM214725v1"
1536,"Bacillus thuringiensis serovar darmstadiensis","BGSC 4M3","SAMN05934551 ","PRJNA349211","GCA_002147295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/295/GCA_002147295.1_ASM214729v1"
1537,"Bacillus thuringiensis serovar toumanoffi","BGSC 4N1","SAMN05934552 ","PRJNA349211","GCA_002147315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/315/GCA_002147315.1_ASM214731v1"
1538,"Bacillus thuringiensis serovar thompsoni","BGSC 4O1","SAMN05934553 ","PRJNA349211","GCA_002147325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/325/GCA_002147325.1_ASM214732v1"
1539,"Bacillus thuringiensis serovar israelensis","BGSC 4Q1","SAMN05934554 ","PRJNA349211","GCA_002147335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/335/GCA_002147335.1_ASM214733v1"
1540,"Bacillus thuringiensis serovar wuhanensis","BGSC 4T1","SAMN05934556 ","PRJNA349211","GCA_002147375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/375/GCA_002147375.1_ASM214737v1"
1541,"Bacillus thuringiensis serovar kyushuensis","BGSC 4U1","SAMN05934557 ","PRJNA349211","GCA_002147395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/395/GCA_002147395.1_ASM214739v1"
1542,"Bacillus thuringiensis serovar kumamtoensis","BGSC 4W1","SAMN05934559 ","PRJNA349211","GCA_002147415.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/415/GCA_002147415.1_ASM214741v1"
1543,"Bacillus thuringiensis serovar tohokuensis","BGSC 4V1","SAMN05934558 ","PRJNA349211","GCA_002147425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/425/GCA_002147425.1_ASM214742v1"
1544,"Bacillus thuringiensis serovar colmeri","BGSC 4X1","SAMN05934560 ","PRJNA349211","GCA_002147435.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/435/GCA_002147435.1_ASM214743v1"
1545,"Bacillus thuringiensis serovar ostriniae","BGSC 4Z1","SAMN05934561 ","PRJNA349211","GCA_002147475.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/475/GCA_002147475.1_ASM214747v1"
1546,"Bacillus thuringiensis serovar darmstadiensis","YBT032","SAMN05934579 ","PRJNA349211","GCA_002147495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/495/GCA_002147495.1_ASM214749v1"
1547,"Bacillus thuringiensis serovar finitimus","CTC","SAMN05934562 ","PRJNA349211","GCA_002147505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/505/GCA_002147505.1_ASM214750v1"
1548,"Bacillus thuringiensis","HD5","SAMN05934564 ","PRJNA349211","GCA_002147535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/535/GCA_002147535.1_ASM214753v1"
1549,"Bacillus thuringiensis","I13","SAMN05934565 ","PRJNA349211","GCA_002147555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/555/GCA_002147555.1_ASM214755v1"
1550,"Bacillus thuringiensis serovar aizawai","T07019","SAMN05934567 ","PRJNA349211","GCA_002147565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/565/GCA_002147565.1_ASM214756v1"
1551,"Bacillus thuringiensis serovar aizawai","T07005","SAMN05934566 ","PRJNA349211","GCA_002147575.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/575/GCA_002147575.1_ASM214757v1"
1552,"Bacillus thuringiensis serovar aizawai","T07030","SAMN05934568 ","PRJNA349211","GCA_002147605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/605/GCA_002147605.1_ASM214760v1"
1553,"Bacillus thuringiensis serovar aizawai","T07128","SAMN05934569 ","PRJNA349211","GCA_002147635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/635/GCA_002147635.1_ASM214763v1"
1554,"Bacillus thuringiensis serovar aizawai","T07148","SAMN05934570 ","PRJNA349211","GCA_002147645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/645/GCA_002147645.1_ASM214764v1"
1555,"Bacillus thuringiensis serovar aizawai","T07151","SAMN05934571 ","PRJNA349211","GCA_002147655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/655/GCA_002147655.1_ASM214765v1"
1556,"Bacillus thuringiensis serovar aizawai","T07153","SAMN05934572 ","PRJNA349211","GCA_002147685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/685/GCA_002147685.1_ASM214768v1"
1557,"Bacillus thuringiensis serovar bolivia","T63001","SAMN05934575 ","PRJNA349211","GCA_002147715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/715/GCA_002147715.1_ASM214771v1"
1558,"Bacillus thuringiensis serovar aizawai","T07183","SAMN05934573 ","PRJNA349211","GCA_002147725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/725/GCA_002147725.1_ASM214772v1"
1559,"Bacillus thuringiensis serovar pahangi","T69001","SAMN05934577 ","PRJNA349211","GCA_002147745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/745/GCA_002147745.1_ASM214774v1"
1560,"Bacillus thuringiensis serovar thailandensis","T68001","SAMN05934576 ","PRJNA349211","GCA_002147755.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/755/GCA_002147755.1_ASM214775v1"
1561,"Bacillus thuringiensis serovar shandongiensis","BGSC 4AN1","SAMN05934499 ","PRJNA349211","GCA_002147795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/795/GCA_002147795.1_ASM214779v1"
1562,"Bacillus thuringiensis serovar leesis","BGSC 4AK1","SAMN05934496 ","PRJNA349211","GCA_002147805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/805/GCA_002147805.1_ASM214780v1"
1563,"Bacillus thuringiensis serovar yunnanensis","BGSC 4AM1","SAMN05934498 ","PRJNA349211","GCA_002147825.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/825/GCA_002147825.1_ASM214782v1"
1564,"Bacillus thuringiensis serovar oswaldocruzi","BGSC 4AS1","SAMN05934504 ","PRJNA349211","GCA_002147835.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/835/GCA_002147835.1_ASM214783v1"
1565,"Bacillus thuringiensis serovar higo","BGSC 4AU1","SAMN05934506 ","PRJNA349211","GCA_002147895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/895/GCA_002147895.1_ASM214789v1"
1566,"Bacillus thuringiensis serovar xiaguangiensis","BGSC 4BN1","SAMN05934523 ","PRJNA349211","GCA_002147905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/905/GCA_002147905.1_ASM214790v1"
1567,"Bacillus thuringiensis serovar argentinensis","BGSC 4BV1","SAMN05934530 ","PRJNA349211","GCA_002147935.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/935/GCA_002147935.1_ASM214793v1"
1568,"Bacillus thuringiensis serovar pirenaica","BGSC 4BU1","SAMN05934529 ","PRJNA349211","GCA_002147955.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/955/GCA_002147955.1_ASM214795v1"
1569,"Bacillus thuringiensis serovar iberica","BGSC 4BW1","SAMN05934531 ","PRJNA349211","GCA_002147965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/965/GCA_002147965.1_ASM214796v1"
1570,"Bacillus thuringiensis serovar sylvestriensis","BGSC 4BY1","SAMN05934533 ","PRJNA349211","GCA_002147985.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/147/985/GCA_002147985.1_ASM214798v1"
1571,"Bacillus thuringiensis serovar palmanyolensis","BGSC 4BS1","SAMN05934527 ","PRJNA349211","GCA_002148015.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/015/GCA_002148015.1_ASM214801v1"
1572,"[Bacillus thuringiensis] serovar konkukian","BGSC 4AH1","SAMN05934494 ","PRJNA349211","GCA_002148025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/025/GCA_002148025.1_ASM214802v1"
1573,"Bacillus thuringiensis serovar jegathesan","BGSC 4CF1","SAMN05934540 ","PRJNA349211","GCA_002148045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/045/GCA_002148045.1_ASM214804v1"
1574,"Bacillus thuringiensis serovar zhaodongensis","BGSC 4BZ1","SAMN05934534 ","PRJNA349211","GCA_002148065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/065/GCA_002148065.1_ASM214806v1"
1575,"Bacillus thuringiensis serovar dakota","BGSC 4R1","SAMN05934555 ","PRJNA349211","GCA_002148095.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/095/GCA_002148095.1_ASM214809v1"
1576,"Bacillus thuringiensis serovar indiana","h16","SAMN05934563 ","PRJNA349211","GCA_002148105.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/105/GCA_002148105.1_ASM214810v1"
1577,"Bacillus thuringiensis serovar sinensis","T70001","SAMN05934578 ","PRJNA349211","GCA_002148135.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/135/GCA_002148135.1_ASM214813v1"
1578,"Bacillus thuringiensis serovar medellin","T30001","SAMN05934574 ","PRJNA349211","GCA_002148155.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/155/GCA_002148155.1_ASM214815v1"
1579,"Bacillus sp. JEM-1","JEM-1","SAMN05442528 ","PRJNA335430","GCA_002150025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/150/025/GCA_002150025.1_ASM215002v1"
1580,"Bacillus safensis","BcP62","SAMN06227047 ","PRJNA361207","GCA_002151195.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/195/GCA_002151195.1_ASM215119v1"
1582,"Bacillus sp. S1-R5C1-FB","S1-R5C1-FB","SAMN05442533 ","PRJNA335430","GCA_002151605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/605/GCA_002151605.1_ASM215160v1"
1583,"Bacillus sp. S2-R3J1-FB-BA1","S2-R3J1-FB-BA1","SAMN05442534 ","PRJNA335430","GCA_002151615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/615/GCA_002151615.1_ASM215161v1"
1584,"Bacillus sp. S1-R2T1-FB","S1-R2T1-FB","SAMN05442531 ","PRJNA335430","GCA_002151625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/625/GCA_002151625.1_ASM215162v1"
1585,"Bacillus sp. S1-R4H1-FB","S1-R4H1-FB","SAMN05442532 ","PRJNA335430","GCA_002151665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/665/GCA_002151665.1_ASM215166v1"
1586,"Bacillus sp. S1-R1J2-FB","S1-R1J2-FB","SAMN05442530 ","PRJNA335430","GCA_002151675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/675/GCA_002151675.1_ASM215167v1"
1587,"Bacillus subtilis","PT-9","SAMN06368306 ","PRJNA375962","GCA_002153395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/153/395/GCA_002153395.1_ASM215339v1"
1590,"Bacillus velezensis","NB91","SAMN06219885 ","PRJNA361060","GCA_002154115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/154/115/GCA_002154115.1_ASM215411v1"
1591,"Bacillus safensis","Bcs96","SAMN06297988 ","PRJNA361207","GCA_002155005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/155/005/GCA_002155005.1_ASM215500v1"
1592,"Bacillus subtilis","AS2","SAMN06298242 ","PRJNA371364","GCA_002155045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/155/045/GCA_002155045.1_ASM215504v1"
1597,"Bacillus velezensis","ZL918","SAMN06759456 ","PRJNA383101","GCA_002157265.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/265/GCA_002157265.1_ASM215726v1"
1598,"Bacillus horikoshii","20a","SAMN06463911 ","PRJNA377620","GCA_002157855.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/855/GCA_002157855.1_ASM215785v1"
1599,"Bacillus pseudomycoides","FSL K6-0042","SAMN06238887 ","PRJNA288461","GCA_002158195.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/195/GCA_002158195.1_ASM215819v1"
1601,"Bacillus subtilis","CW14","SAMN05425708 ","PRJNA330772","GCA_002163815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/815/GCA_002163815.1_ASM216381v1"
1602,"Bacillus velezensis","GB1","SAMN03951123 ","PRJNA291327","GCA_002165455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/455/GCA_002165455.1_ASM216545v1"
1603,"Bacillus aryabhattai","B14","SAMN06339755 ","PRJNA374936","GCA_002167185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/167/185/GCA_002167185.1_ASM216718v1"
1604,"Bacillus atrophaeus","SRCM101359","SAMN07125920 ","PRJNA386751","GCA_002173495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/495/GCA_002173495.1_ASM217349v1"
1605,"Bacillus licheniformis","SRCM101441","SAMN07125936 ","PRJNA386754","GCA_002173615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/615/GCA_002173615.1_ASM217361v1"
1606,"Bacillus amyloliquefaciens","SRCM101267","SAMN07125918 ","PRJNA386749","GCA_002173635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/635/GCA_002173635.1_ASM217363v1"
1607,"Bacillus licheniformis","SRCM100141","SAMN07125935 ","PRJNA386753","GCA_002173675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/675/GCA_002173675.1_ASM217367v1"
1608,"Bacillus subtilis subsp. subtilis","SRCM101444","SAMN07125937 ","PRJNA386755","GCA_002173695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/695/GCA_002173695.1_ASM217369v1"
1609,"Bacillus subtilis subsp. subtilis","SRCM100757","SAMN07125938 ","PRJNA386756","GCA_002173715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/715/GCA_002173715.1_ASM217371v1"
1610,"Bacillus thuringiensis","SCG04-02","SAMN05846296 ","PRJNA344831","GCA_002173755.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/755/GCA_002173755.1_ASM217375v1"
1611,"Bacillus licheniformis","SRCM100027","SAMN07125934 ","PRJNA386752","GCA_002174255.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/255/GCA_002174255.1_ASM217425v1"
1612,"Bacillus pumilus","PE09-72","SAMN05730644 ","PRJNA341926","GCA_002174275.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/275/GCA_002174275.1_ASM217427v1"
1613,"Bacillus thuringiensis","YGd22-03","SAMN06197294 ","PRJNA359733","GCA_002184245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/184/245/GCA_002184245.1_ASM218424v1"
1615,"Bacillus velezensis","GQJK49","SAMN06231161 ","PRJNA361322","GCA_002192235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/235/GCA_002192235.1_ASM219223v1"
1616,"Bacillus thuringiensis","BM-BT15426","SAMN06689774 ","PRJNA381833","GCA_002192515.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/515/GCA_002192515.1_ASM219251v1"
1617,"Bacillus cereus","CZ-2","SAMN06640207 ","PRJNA380284","GCA_002196815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/196/815/GCA_002196815.1_ASM219681v1"
1618,"Bacillus cereus","MOD1_Bc57","SAMN07163329 ","PRJNA326742","GCA_002199125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/125/GCA_002199125.1_ASM219912v1"
1619,"Bacillus cereus","MOD1_Bc179","SAMN07163318 ","PRJNA326742","GCA_002199155.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/155/GCA_002199155.1_ASM219915v1"
1620,"Bacillus cereus","MOD1_Bc185","SAMN07163290 ","PRJNA326742","GCA_002199165.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/165/GCA_002199165.1_ASM219916v1"
1621,"Bacillus cereus","MOD1_Bc187","SAMN07163276 ","PRJNA326742","GCA_002199185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/185/GCA_002199185.1_ASM219918v1"
1622,"Bacillus cereus","MOD1_Bc188","SAMN07163275 ","PRJNA326742","GCA_002199205.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/205/GCA_002199205.1_ASM219920v1"
1623,"Bacillus cereus","MOD1_Bc191","SAMN07163272 ","PRJNA326742","GCA_002199225.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/225/GCA_002199225.1_ASM219922v1"
1624,"Bacillus cereus","MOD1_Bc199","SAMN07163264 ","PRJNA326742","GCA_002199265.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/265/GCA_002199265.1_ASM219926v1"
1625,"Bacillus cereus","MOD1_Bc192","SAMN07163271 ","PRJNA326742","GCA_002199275.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/275/GCA_002199275.1_ASM219927v1"
1626,"Bacillus cereus","MOD1_Bc201","SAMN07163262 ","PRJNA326742","GCA_002199285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/285/GCA_002199285.1_ASM219928v1"
1627,"Bacillus cereus","MOD1_Bc210","SAMN07163260 ","PRJNA326742","GCA_002199315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/315/GCA_002199315.1_ASM219931v1"
1628,"Bacillus cereus","MOD1_Bc207","SAMN07163257 ","PRJNA326742","GCA_002199335.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/335/GCA_002199335.1_ASM219933v1"
1629,"Bacillus cereus","MOD1_Bc59","SAMN07163327 ","PRJNA326742","GCA_002199345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/345/GCA_002199345.1_ASM219934v1"
1630,"Bacillus cereus","MOD1_Bc61","SAMN07163325 ","PRJNA326742","GCA_002199365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/365/GCA_002199365.1_ASM219936v1"
1631,"Bacillus cereus","MOD1_Bc62","SAMN07163324 ","PRJNA326742","GCA_002199405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/405/GCA_002199405.1_ASM219940v1"
1632,"Bacillus cereus","MOD1_Bc63","SAMN07163323 ","PRJNA326742","GCA_002199425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/425/GCA_002199425.1_ASM219942v1"
1633,"Bacillus cereus","MOD1_Bc65","SAMN07163321 ","PRJNA326742","GCA_002199445.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/445/GCA_002199445.1_ASM219944v1"
1634,"Bacillus cereus","MOD1_Bc177","SAMN07163320 ","PRJNA326742","GCA_002199465.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/465/GCA_002199465.1_ASM219946v1"
1635,"Bacillus cereus","MOD1_Bc182","SAMN07163293 ","PRJNA326742","GCA_002199475.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/475/GCA_002199475.1_ASM219947v1"
1636,"Bacillus cereus","MOD1_Bc180","SAMN07163317 ","PRJNA326742","GCA_002199485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/485/GCA_002199485.1_ASM219948v1"
1637,"Bacillus cereus","MOD1_Bc195","SAMN07163268 ","PRJNA326742","GCA_002199505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/505/GCA_002199505.1_ASM219950v1"
1638,"Bacillus cereus","MOD1_Bc200","SAMN07163263 ","PRJNA326742","GCA_002199525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/525/GCA_002199525.1_ASM219952v1"
1639,"Bacillus cereus","MOD1_Bc204","SAMN07163259 ","PRJNA326742","GCA_002199555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/555/GCA_002199555.1_ASM219955v1"
1640,"Bacillus cereus","MOD1_Bc208","SAMN07163256 ","PRJNA326742","GCA_002199565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/565/GCA_002199565.1_ASM219956v1"
1641,"Bacillus cereus","MOD1_Bc212","SAMN07163255 ","PRJNA326742","GCA_002199615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/615/GCA_002199615.1_ASM219961v1"
1642,"Bacillus cereus","MOD1_Bc213","SAMN07163254 ","PRJNA326742","GCA_002199625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/625/GCA_002199625.1_ASM219962v1"
1643,"Bacillus cereus","MOD1_Bc214","SAMN07163253 ","PRJNA326742","GCA_002199635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/635/GCA_002199635.1_ASM219963v1"
1644,"Bacillus cereus","MOD1_Bc216","SAMN07163289 ","PRJNA326742","GCA_002199645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/645/GCA_002199645.1_ASM219964v1"
1645,"Bacillus cereus","MOD1_Bc215","SAMN07163331 ","PRJNA326742","GCA_002199675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/675/GCA_002199675.1_ASM219967v1"
1646,"Bacillus cereus","MOD1_Bc56","SAMN07163330 ","PRJNA326742","GCA_002199695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/199/695/GCA_002199695.1_ASM219969v1"
